19:07:54,hello this is a test again to test the tokenization works correctly and im not getting all the outputs combined in one sentence,hello this is a test again to test the tokenization works correctly and im not getting all the outputs combined in one sentence. Hello this is an example of how to use a token to send a message to an email address. hello this,person 1
19:11:34,"The quick brown fox jumps over the lazy dog, showcasing agility and speed in a playful manner.","The quick brown fox jumps over the lazy dog, showcasing agility and speed in a playful manner. The video was posted on YouTube and has been viewed more than 10,000 times. Click here to see more videos of foxes in the UK and around the world. For more fox news, visit foxnews.com.",person 1
19:13:25,"The quick brown fox jumps over the lazy dog, showcasing agility and speed in a playful manner.","The quick brown fox jumps over the lazy dog, showcasing agility and speed in a playful manner. The video was uploaded to YouTube by a fan of the fox. The fox was later removed from the site after the video was viewed more than 100,000 times. The owner of the dog has not commented on the video.",person 1
19:14:52,"The quick brown fox jumps over the lazy dog, showcasing agility and speed in a playful manner.","The quick brown fox jumps over the lazy dog, showcasing agility and speed in a playful manner.",person 1
19:33:36,hello this is a test of bart model,hello this is a test of bart model,person 1
14:12:52,hello this is a test with the new dataset trianned on the bart model,hello this is a test with the new dataset.,person 1
14:13:25,hello,hello ,person 1
14:13:47,this is weirdly working too well for the effort i put in it,this is weirdly working too well for the effort i put in it,person 1
14:15:25,Is it possible to arrange a doctor's appointment for next week? cause I'd like to make a reservation for a table at your restaurant.,is it possible to arrange a doctor's appointment for next week cause I'd like to make a reservation for a table at your restaurant.,person 1
14:16:49,today is a sunny day and im happy,today is a sunny day and im happy,person 1
14:19:38,stop,stopstopstop stopstop stop stop stopstop,person 1
14:41:31,hello this is the better version of my programm,hello this is the better version of my programm,person 1
14:42:07,when japan earned another race on the f schedule ten years later it went to suzuka instead,it went suzuka,person 1
14:42:31,"beaumont pied de b uf is a commune in the mayenne department in north western france,directed by jon avnet and written by fannie flagg and carol sobieski it stars kathy bates jessica tandy mary louise parker and mary stuart masterson",it stars parker,person 1
14:43:22,"this is an example of my machine learning model that i trained yesterady, i believe its not fully functional because the input with output differ in some cases",input differ cases,person 1
14:44:18,"further more bigger sentences are hard to distinguish from smaller ones, therefore the simplification isnt working properly",simplification working ones,person 1
14:57:39,this is a test of a smaller sentence,this is a test of a smaller sentence,person 1
15:12:00,its not working properly in smaller sentences,its not working properly in smaller sentences,person 1
16:55:46,the typhoon coming is very strong and dangerous all florida residents should evacuate the premises,residents evacuate premises,person 1
16:58:14,stop,stop,person 1
12:08:03,hello this is the trained model extended,hello this is the trained model extended,person 1
12:11:02,"ihope the newly trained model upon the same data, also my new diet is out of this world and very hard",diet trained world,person 1
12:11:25,stop,stop,person 1
14:17:09,The current dataset is a variety of words all around the world and examples of everyday tasks,the current dataset is a variety of words all around the world and examples of everyday tasks,person 1
14:18:31,"The rapid advancement of technology in various sectors, including artificial intelligence, biotechnology, and renewable energy, is transforming industries worldwide, leading to unprecedented innovations and raising important ethical questions about privacy, job displacement, and environmental sustainability.",advances raising displacement,person 1
14:23:28,"Despite the overwhelming evidence supporting the benefits of renewable energy sources, such as solar and wind power, policymakers continue to prioritize fossil fuels, largely due to economic interests and the influence of established industries, which complicates the transition to a more sustainable energy future",which complicates future,person 1
14:24:05,stop,stop,person 1
14:24:17,stop,stop,person 1
19:26:50,"The rapid advancement of technology in various sectors, including artificial intelligence, biotechnology, and renewable energy, is transforming industries worldwide, leading to unprecedented innovations and raising important ethical questions about privacy, job displacement, and environmental sustainability.",", is transforming industries worldwide and raising important ethical questions about privacy, job displacement, and environmental sustainability.",person 1
19:28:37,Here’s another complex sentence you can use to test your model:, here is another complex sentence you can use to test your model.,person 1
19:29:08,,in the united states the president of the united kingdom is a member of the house of representatives.,person 1
19:29:57,**Complex Sentence**:,**Complex Sentence**:,person 1
19:30:42,"As global temperatures continue to rise due to climate change, many coastal cities are facing an increased risk of flooding, which is prompting governments to invest in infrastructure projects designed to protect vulnerable populations and mitigate potential damage.",because of climate change many coastal cities are facing an increased risk of flooding. this is prompting governments to invest in infrastructure projects designed to protect vulnerable populations and mitigate potential damage.,person 1
19:32:41,"The rapid development of autonomous vehicles is expected to revolutionize the transportation industry, but it also raises significant concerns about safety, regulation, and the potential loss of jobs in sectors such as trucking and delivery services.",The rapid development of autonomous vehicles is expected to revolutionize the transportation industry.,person 1
19:34:25,stop,stopstopstop stopstop stop stop stopstop,person 1
19:42:12,"As global temperatures continue to rise due to climate change, many coastal cities are facing an increased risk of flooding, which is prompting governments to invest in infrastructure projects designed to protect vulnerable populations and mitigate potential damage",because of climate change many coastal cities are facing an increased risk of flooding. this is prompting governments to invest in infrastructure projects designed to protect vulnerable populations and mitigate potential damage.,person 1
19:45:16,"As global temperatures continue to rise due to climate change, many coastal cities are facing an increased risk of flooding, which is prompting governments to invest in infrastructure projects designed to protect vulnerable populations and mitigate potential damage",because of climate change many coastal cities are facing an increased risk of flooding. this is prompting governments to invest in infrastructure projects designed to protect vulnerable populations and mitigate potential damage.,person 1
13:44:10,"Despite the widespread opposition from various environmental groups and local communities, the government proceeded with its plans to construct a series of dams along the river, arguing that the benefits in terms of energy production and economic growth would outweigh the potential ecological damage and displacement of residents",despite widespread opposition from various environmental groups and local communities the government proceeded with its plans to construct a series of dams along the river.,person 1
13:46:19,"Despite the widespread opposition from various environmental groups and local communities, the government proceeded with its plans to construct a series of dams along the river, arguing that the benefits in terms of energy production and economic growth would outweigh the potential ecological damage and displacement of residents.",despite widespread opposition from various environmental groups and local communities the government proceeded with its plans to build a series of dams along the river.,person 1
13:48:03,"Despite the widespread opposition from various environmental groups and local communities, the government proceeded with its plans to construct a series of dams along the river, arguing that the benefits in terms of energy production and economic growth would outweigh the potential ecological damage and displacement of residents.",benefits outweigh residents,person 1
13:49:03,"Despite the widespread opposition from various environmental groups and local communities, the government proceeded with its plans to construct a series of dams along the river, arguing that the benefits in terms of energy production and economic growth would outweigh the potential ecological damage and displacement of residents.",benefits outweigh residents,person 1
13:49:47,"Despite the widespread opposition from various environmental groups and local communities, the government proceeded with its plans to construct a series of dams along the river, arguing that the benefits in terms of energy production and economic growth would outweigh the potential ecological damage and displacement of residents.",despite widespread opposition from various environmental groups and local communities the government proceeded with its plans to build a series of dams along the river.,person 1
13:50:30,"Despite the widespread opposition from various environmental groups and local communities, the government proceeded with its plans to construct a series of dams along the river, arguing that the benefits in terms of energy production and economic growth would outweigh the potential ecological damage and displacement of residents.",despite widespread opposition from various environmental groups and local communities the government proceeded with its plans to build a series of dams along the river.,person 1
13:51:08,"Despite the widespread opposition from various environmental groups and local communities, the government proceeded with its plans to construct a series of dams along the river, arguing that the benefits in terms of energy production and economic growth would outweigh the potential ecological damage and displacement of residents.",despite widespread opposition from various environmental groups and local communities the government proceeded with its plans to construct a series of dams along the river.,person 1
18:28:17,"The government decided to implement new policies to reduce air pollution, which has been causing health issues in major cities.",The government decided to implement new policies to reduce air pollution which has been causing health problems in major cities.,person 1
18:29:36,"In recent years, technological advancements have significantly changed the way people communicate, making it easier and faster to share information across the globe. However, despite the benefits, concerns about privacy and data security have increased, as more personal information is being shared online through various platforms and services.","in recent years, technological advancements have significantly changed the way people communicate, making it easier and faster to share information across the globe.",person 1
18:31:22,"In recent years, technological advancements have significantly changed the way people communicate, allowing for faster and more efficient sharing of information. This evolution has connected people across different regions, enabling collaboration and idea exchange like never before. However, as technology has advanced, there have also been rising concerns about privacy, data security, and the impact of social media on interpersonal relationships.","in recent years, technological advancements have significantly changed the way people communicate, allowing for faster and more efficient sharing of information.",person 1
18:32:48,stop,stopstop stopstop stop stop stopstopstop,person 1
18:33:22,stop,stopstop stopstop stop stop stopstopstop,person 1
15:38:41,The rapid development of technology has significantly transformed the way we communicate and interact with each other,The rapid development of technology has significantly transformed the way we communicate and interact with each other,person 1
15:49:06,following the drummers are dancers who often play the sogo lrb a tiny drum that makes almost no sound rrb and tend to have more elaborate even acrobatic choreography,following the drummers are dancers who often play the sogo lrb a tiny drum that makes almost no sound rrb and tend to have more elaborate choreography.,person 1
14:42:25,"today the sun is blazing hot even though its october, also its spooky season and everyone is getting ready for trick or treating.","today the sun is blazing hot even though its october, also its spooky season and everyone is getting ready for trick or treating.",person 1
14:43:34,stop,stop,person 1
14:44:11,"I ate dinner, and then I watched TV.","I ate dinner, and then I watched TV.",person 1
14:44:40,stop,stop,person 1
14:47:23,"After finishing his homework, John decided to watch a movie, but he realized that he had already seen it, so he went for a walk instead","After finishing his homework, John decided to watch a movie, but he realized that he had already seen it, so he went for a walk instead",person 1
14:48:16,"After finishing his homework, John decided to watch a movie, but he realized that he had already seen it, so he went for a walk instead","After finishing his homework, John decided to watch a movie, but he realized that he had already seen it, so he went for a walk instead",person 1
14:49:09,"After finishing his homework, John decided to watch a movie, but he realized that he had already seen it, so he went for a walk instead","After finishing his homework, John decided to watch a movie, but he realized that he had already seen it, so he went for a walk instead",person 1
14:51:33,"After finishing his homework, John decided to watch a movie, but he realized that he had already seen it, so he went for a walk instead.",he decided movie he realized it,person 1
14:52:19,today is a blazing hot day and i think i should wear short pants,i think pants,person 1
14:52:56,stop,,person 1
14:54:53,"its a blazing hot day today and im sweating a lot, i think i will have to go home and change",its a blazing hot day today and im sweating a lot. i think i will have to go home and change.,person 1
14:56:00,"Although the project was initially planned to be completed by the end of the year, unforeseen challenges, including supply chain disruptions and labor shortages, caused significant delays, requiring the team to extend the deadline and reconsider the budget allocation.",the project was initially planned to be completed by the end of the year. unforeseen challenges caused significant delays.,person 1
14:57:04,"Despite the fact that many experts warned about the potential consequences of climate change decades ago, global efforts to reduce carbon emissions have been slow, with many countries struggling to balance economic growth with environmental sustainability.",despite the fact that many experts warned about the potential consequences of climate change decades ago global efforts to reduce carbon emissions have been slow. many countries struggle to balance economic growth with environmental sustainability.,person 1
21:45:37,"The T5 model (Text-To-Text Transfer Transformer) is a versatile and powerful framework developed by researchers at Google, designed to address a wide array of natural language processing (NLP) tasks. Launched in 2019, T5 redefines how NLP problems are approached by framing every task as a text-to-text problem. This means that regardless of the specific task—be it translation, summarization, question answering, or sentiment analysis—T5 treats both the input and output as strings of text.",the t5 model is a flexible and powerful framework developed by researchers at google to address a wide array of natural language processing tasks.,person 1
22:00:54,stop,stop. stop. stop,person 1
13:11:48,"Despite the challenges posed by the rapid advancements in technology, which often outpace regulatory frameworks and ethical considerations, many experts believe that harnessing the power of artificial intelligence could lead to significant improvements in various sectors, including healthcare, education, and environmental sustainability, ultimately enhancing the quality of life for individuals worldwide.","despite the challenges posed by the rapid advancements in technology, many experts believe that harnessing the power of artificial intelligence could lead to significant improvements in various sectors -- including healthcare, education, and environmental sustainability -- ultimately enhancing the quality of life for individuals worldwide.",person 1
13:15:58,"The rapid advancement of technology has significantly transformed the way we communicate, work, and live our daily lives","The rapid advancement of technology has significantly transformed the way we communicate, work, and live our daily lives.",person 1
13:17:14,hello,hello ,person 1
13:17:20,"The increasing prevalence of artificial intelligence in various industries is revolutionizing the way businesses operate, enhancing efficiency, and enabling data-driven decision-making, while also raising important ethical questions about privacy, job displacement, and the future of human labor.","The increasing prevalence of artificial intelligence in various industries is revolutionizing the way businesses operate, enhancing efficiency, and enabling data-driven decision-making,.",person 1
13:19:44,"The rise of remote work has led to significant changes in workplace dynamics, fostering greater flexibility and work-life balance, but also presenting challenges such as isolation and the need for effective communication tools","The rise of remote work has led to significant changes in workplace dynamics, fostering greater flexibility and work-life balance, but also presenting challenges such as isolation and the need for effective communication tools",person 1
13:21:54,stop,stopstop stopstop stop stop stopstopstop,person 1
